 40  19.362  0.0760  18.970  0.0260  17.776  0.0100  17.067  0.0420  16.264  0.0630  +0.013  +0.036  +0.053
 41  18.772  0.0390  18.643  0.0200  17.737  0.0120  17.193  0.0580  16.593  0.0490  +0.042  +0.028  +0.010
 42  19.194  0.0660  18.967  0.0350  17.930  0.0440  17.351  0.0670  16.760  0.0410  +0.249  +0.341  +0.431
 43  19.202  0.0371  19.455  0.0159  18.424  0.0120  17.803  0.0237  17.260  0.0279  +0.122  +0.107  +0.089
 45  16.646  0.0141  16.365  0.0039  15.809  0.0042  15.490  0.0039  15.119  0.0056  +0.026  +0.031  +0.024
 48  16.470  0.0441  16.124  0.0028  15.259  0.0038  14.735  0.0065  14.191  0.0065  +0.006  -0.002  -0.007
 49  18.895  0.0500  18.280  0.0220  16.585  0.0120  15.601  0.0130  14.526  0.0110  +0.020  +0.012  +0.036
 51  14.903  0.0131  14.854  0.0032  14.421  0.0064  14.163  0.0071  13.865  0.0064  +0.005  -0.009  -0.016
 53  17.305  0.0177  16.978  0.0042  16.351  0.0064  16.000  0.0067  15.597  0.0078  +0.029  +0.028  +0.020
 54  17.773  0.0210  17.560  0.0057  16.551  0.0078  15.969  0.0134  15.366  0.0177  -0.002  -0.008  +0.022
 55  18.653  0.0440  18.987  0.0100  18.021  0.0170  17.471  0.0200  17.030  0.0170  +0.053  +0.072  +0.085
 56  19.338  0.0650  19.246  0.0310  18.263  0.0140  17.626  0.0500  16.982  0.0370  +0.071  -0.038  -0.096
 58  16.358  0.0156  16.042  0.0085  15.453  0.0134  15.127  0.0131  14.724  0.0159  +0.141  +0.162  +0.186
 59  16.895  0.0150  16.609  0.0038  16.027  0.0052  15.715  0.0081  15.302  0.0104  +0.074  +0.051  +0.054
 60  18.356  0.0210  18.004  0.0085  16.863  0.0088  16.239  0.0156  15.601  0.0187  +0.023  +0.059  +0.074
 62  18.277  0.0247  17.132  0.0056  15.448  0.0085  14.502  0.0145  13.500  0.0260  +0.042  +0.025  +0.052
 65  17.079  0.0121  16.768  0.0040  16.022  0.0058  15.595  0.0071  15.080  0.0185  +0.014  -0.023  -0.041
 66  16.866  0.0205  16.529  0.0039  15.953  0.0046  15.632  0.0049  15.259  0.0053  +0.018  +0.014  +0.021
 67  18.046  0.0631  17.872  0.0052  17.000  0.0052  16.487  0.0092  15.943  0.0104  +0.000  -0.013  -0.004
 68  18.591  0.0258  18.717  0.0117  17.652  0.0081  17.012  0.0163  16.375  0.0138  -0.086  -0.037  -0.009
 69  19.050  0.0640  18.797  0.0220  17.824  0.0110  17.202  0.0430  16.505  0.0290  -0.111  -0.052  -0.088
 72  14.541  0.0170  14.780  0.0028  14.259  0.0064  13.920  0.0078  13.521  0.0064  -0.009  +0.011  +0.007
 73  17.844  0.0265  17.302  0.0057  16.166  0.0067  15.531  0.0085  14.943  0.0074  -0.003  +0.005  +0.004
 74  18.302  0.0788  18.323  0.0095  17.358  0.0085  16.779  0.0226  16.217  0.0247  -0.043  -0.049  -0.032
 75  18.702  0.0330  18.713  0.0103  17.727  0.0085  17.146  0.0180  16.607  0.0152  -0.129  -0.171  -0.151
 76  18.974  0.0450  18.804  0.0220  17.965  0.0140  17.445  0.0480  16.930  0.0470  -0.135  -0.229  -0.335
 77  17.020  0.0142  16.759  0.0042  16.042  0.0060  15.615  0.0083  15.074  0.0092  -0.069  -0.060  -0.042
 78  19.037  0.0590  19.028  0.0230  18.065  0.0150  17.466  0.0520  16.799  0.0390  +0.076  +0.040  +0.013
 79  20.099  0.1240  19.228  0.0230  18.017  0.0130  17.288  0.0540  16.577  0.0410  +0.041  +0.090  +0.073
 80  16.368  0.0134  16.190  0.0057  15.627  0.0092  15.314  0.0095  14.925  0.0103  +0.033  +0.011  -0.005
 82  14.045  0.0120  13.651  0.0028  13.144  0.0057  12.877  0.0071  12.505  0.0067  +0.009  -0.008  -0.004
 83  17.294  0.0166  16.878  0.0046  16.059  0.0060  15.566  0.0064  15.014  0.0064  +0.008  -0.019  -0.044
 84  19.413  0.0860  19.525  0.0360  18.431  0.0230  17.760  0.0510  16.951  0.0470  -0.142  -0.054  +0.106
 85  17.684  0.0192  17.631  0.0048  16.701  0.0056  16.140  0.0104  15.553  0.0075  -0.021  +0.016  +0.029
 86  17.802  0.0198  17.695  0.0078  16.670  0.0081  16.065  0.0085  15.457  0.0074  -0.024  -0.055  -0.042
 87  18.584  0.0308  18.719  0.0113  17.816  0.0103  17.256  0.0223  16.778  0.0240  -0.002  -0.044  -0.048
 88  17.178  0.0159  16.799  0.0057  15.808  0.0088  15.231  0.0088  14.649  0.0078  +0.011  +0.013  +0.002
 90  18.688  0.0400  18.573  0.0230  17.669  0.0130  17.073  0.0430  16.345  0.0210  +0.024  +0.015  -0.015
 94  17.156  0.0197  16.784  0.0044  16.060  0.0058  15.617  0.0069  15.136  0.0085  -0.039  -0.069  -0.090
 95  16.674  0.0108  16.395  0.0044  15.785  0.0062  15.420  0.0069  14.970  0.0087  -0.017  -0.044  -0.068
 96  16.786  0.0227  16.472  0.0040  15.765  0.0067  15.337  0.0079  14.834  0.0079  -0.023  -0.022  -0.034
 97  15.924  0.0406  14.688  0.0038  13.181  0.0058  12.351  0.0078  11.593  0.0131  +0.008  -0.008  -0.019
 98  15.138  0.0081  14.912  0.0042  14.104  0.0067  13.625  0.0094  13.145  0.0096  -0.014  -0.022  -0.027
 99  17.787  0.0212  17.525  0.0056  16.747  0.0067  16.292  0.0011  15.767  0.0096  -0.027  -0.014  -0.034
100  19.232  0.0760  18.962  0.0270  17.807  0.0160  17.105  0.0460  16.322  0.0290  -0.001  -0.013  -0.023
103  17.836  0.0440  17.490  0.0056  16.716  0.0071  16.251  0.0100  15.787  0.0108  -0.050  -0.045  -0.074
104  15.884  0.0112  15.743  0.0050  15.181  0.0064  14.835  0.0085  14.474  0.0075  -0.022  -0.046  -0.074
105  18.816  0.0399  17.551  0.0088  15.689  0.0106  14.573  0.0159  13.319  0.0166  -0.049  -0.015  -0.039
106  18.444  0.0540  19.099  0.0170  17.937  0.0160  17.299  0.0170  16.812  0.0150  +0.527  +0.504  +0.545
107  18.586  0.0371  17.224  0.0092  15.306  0.0106  14.175  0.0141  12.828  0.0166  -0.077  -0.056  -0.055
108  18.619  0.0325  18.305  0.0099  17.142  0.0103  16.477  0.0184  15.839  0.0148  -0.017  -0.033  -0.044
109  18.443  0.0275  18.406  0.0117  17.380  0.0110  16.757  0.0209  16.156  0.0131  -0.024  -0.053  -0.076
110  18.048  0.0390  17.851  0.0070  16.665  0.0090  15.957  0.0140  15.322  0.0080  +0.023  -0.018  -0.009
112  17.527  0.0270  17.548  0.0060  16.436  0.0090  15.761  0.0070  15.094  0.0070  -0.099  -0.092  -0.099
113  15.318  0.0160  15.281  0.0070  14.794  0.0120  14.473  0.0570  14.072  0.0180  -0.071  -0.074  -0.079
114  18.116  0.0380  18.418  0.0120  17.350  0.0140  16.724  0.0110  16.154  0.0110  -0.078  -0.109  -0.118
115  18.432  0.0480  18.721  0.0120  17.578  0.0150  16.911  0.0160  16.381  0.0140  -0.037  -0.038  -0.037
